,Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate,PropertyType,TotalVacDays,Program,LocalGovtAuthority,Year
179,4054,3,3 BR DETACHED HOUSE,19/04/2018,2/05/2018,4/05/2018,RGS,108,13,2,15.0,BRISBANE,FERNY GROVE,,,,,2018
180,4054,3,3 BR DETACHED HOUSE,26/10/2017,20/11/2017,22/11/2017,RGS,108,25,2,27.0,BRISBANE,FERNY GROVE,,,,,2017
181,4054,2,2 BR DETACHED HOUSE,5/06/2018,18/06/2018,22/06/2018,RGS,108,13,4,17.0,BRISBANE,FERNY GROVE,,,,,2018
182,4054,2,2 BR DETACHED HOUSE,22/12/2017,29/01/2018,2/02/2018,RGS,108,38,4,42.0,BRISBANE,FERNY GROVE,,,,,2018
183,4121,3,3 BR DETACHED HOUSE,15/03/2018,10/05/2018,24/05/2018,RGS,107,56,14,70.0,BRISBANE,GREENSLOPES,,,,,2018
184,4053,3,3 BR DETACHED HOUSE,20/11/2017,7/12/2017,25/01/2018,RGS,105,17,49,66.0,BRISBANE,STAFFORD,,,,,2018
185,4053,2,2 BR DUPLEX,20/06/2017,13/07/2017,24/07/2017,RGS,105,23,11,34.0,BRISBANE,STAFFORD,,,,,2017
186,4053,2,2 BR DETACHED HOUSE,12/06/2017,27/06/2017,3/07/2017,RGS,105,15,6,21.0,BRISBANE,STAFFORD,,,,,2017
187,4053,2,2 BR APARTMENT,10/11/2017,24/11/2017,12/02/2018,RGS,105,14,80,94.0,BRISBANE,STAFFORD,,,,,2018
188,4053,2,2 BR APARTMENT,11/10/2017,24/10/2017,2/11/2017,RGS,105,13,9,22.0,BRISBANE,STAFFORD,,,,,2017
189,4053,3,3 BR DETACHED HOUSE,2/11/2017,2/11/2017,15/11/2017,RGS,105,0,13,13.0,BRISBANE,STAFFORD,,,,,2017
190,4053,2,2 BR APARTMENT,1/09/2017,15/09/2017,23/10/2017,RGS,105,14,38,52.0,BRISBANE,STAFFORD,,,,,2017
191,4053,2,2 BR DETACHED HOUSE,10/08/2017,29/08/2017,12/10/2017,RGS,105,19,44,63.0,BRISBANE,STAFFORD,,,,,2017
192,4053,3,3 BR DETACHED HOUSE,3/04/2018,21/05/2018,7/06/2018,RGS,105,48,17,65.0,BRISBANE,STAFFORD,,,,,2018
193,4053,3,3 BR DETACHED HOUSE,7/11/2017,1/12/2017,1/02/2018,RGS,105,24,62,86.0,BRISBANE,STAFFORD,,,,,2018
194,4053,3,3 BR DETACHED HOUSE,10/11/2017,1/12/2017,4/01/2018,RGS,105,21,34,55.0,BRISBANE,STAFFORD,,,,,2018
195,4053,3,3 BR DETACHED HOUSE,29/05/2017,14/06/2017,4/07/2017,RGS,105,16,20,36.0,BRISBANE,STAFFORD,,,,,2017
196,4053,4,4 BR DETACHED HOUSE,14/11/2017,7/12/2017,22/12/2017,RGS,105,23,15,38.0,BRISBANE,STAFFORD,,,,,2017
197,4077,4,4 BR DETACHED HOUSE,22/08/2017,13/09/2017,15/09/2017,RGS,104,22,2,24.0,BRISBANE,INALA,,,,,2017
198,4034,3,3 BR DETACHED HOUSE,26/10/2017,29/01/2018,1/02/2018,RGS,105,95,3,98.0,BRISBANE,NUDGEE,,,,,2018
199,4034,3,3 BR DETACHED HOUSE,27/09/2017,19/10/2017,1/11/2017,RGS,105,22,13,35.0,BRISBANE,NUDGEE,,,,,2017
200,4034,2,2 BR APARTMENT,9/04/2018,16/04/2018,23/04/2018,RGS,105,7,7,14.0,BRISBANE,NUDGEE,,,,,2018
201,4034,2,2 BR APARTMENT,18/05/2018,22/05/2018,8/06/2018,RGS,105,4,17,21.0,BRISBANE,NUDGEE,,,,,2018
202,4034,2,2 BR APARTMENT,13/10/2017,26/10/2017,12/12/2017,RGS,105,13,47,60.0,BRISBANE,NUDGEE,,,,,2017
203,4034,2,2 BR APARTMENT,12/11/2017,29/11/2017,25/01/2018,RGS,105,17,57,74.0,BRISBANE,NUDGEE,,,,,2018
204,4034,2,2 BR APARTMENT,3/07/2017,13/07/2017,31/07/2017,RGS,105,10,18,28.0,BRISBANE,NUDGEE,,,,,2017
205,4034,2,2 BR APARTMENT,10/04/2018,26/04/2018,10/05/2018,RGS,105,16,14,30.0,BRISBANE,NUDGEE,,,,,2018
206,4034,4,4 BR DETACHED HOUSE,18/09/2017,4/10/2017,13/10/2017,RGS,105,16,9,25.0,BRISBANE,NUDGEE,,,,,2017
207,4034,3,3 BR DETACHED HOUSE,18/05/2018,15/06/2018,22/06/2018,RGS,105,28,7,35.0,BRISBANE,NUDGEE,,,,,2018
208,4034,3,3 BR DETACHED HOUSE,18/05/2018,18/05/2018,18/05/2018,RGS,105,0,0,0.0,BRISBANE,NUDGEE,,,,,2018
209,4034,4,4 BR DETACHED HOUSE,12/11/2017,17/11/2017,21/11/2017,RGS,105,5,4,9.0,BRISBANE,NUDGEE,,,,,2017
210,4034,4,4 BR DETACHED HOUSE,6/11/2017,28/11/2017,18/12/2017,RGS,105,22,20,42.0,BRISBANE,NUDGEE,,,,,2017
211,4110,2,2 BR DETACHED HOUSE,19/06/2017,9/08/2017,9/08/2017,RGS,104,51,0,51.0,BRISBANE,ALGESTER,,,,,2017
212,4110,2,2 BR DETACHED HOUSE,4/10/2017,4/10/2017,4/10/2017,RGS,104,0,0,0.0,BRISBANE,ALGESTER,,,,,2017
213,4110,1,1 BR APARTMENT,6/03/2018,6/03/2018,9/03/2018,RGS,104,0,3,3.0,BRISBANE,ALGESTER,,,,,2018
214,4110,1,1 BR APARTMENT,6/03/2018,6/03/2018,7/03/2018,RGS,104,0,1,1.0,BRISBANE,ALGESTER,,,,,2018
215,4110,1,1 BR APARTMENT,6/03/2018,6/03/2018,23/03/2018,RGS,104,0,17,17.0,BRISBANE,ALGESTER,,,,,2018
216,4110,1,1 BR APARTMENT,6/03/2018,6/03/2018,21/03/2018,RGS,104,0,15,15.0,BRISBANE,ALGESTER,,,,,2018
217,4110,1,1 BR APARTMENT,5/03/2018,5/03/2018,5/03/2018,RGS,104,0,0,0.0,BRISBANE,ALGESTER,,,,,2018
218,4110,1,1 BR APARTMENT,1/03/2018,5/03/2018,5/03/2018,RGS,104,4,0,4.0,BRISBANE,ALGESTER,,,,,2018
219,4110,1,1 BR APARTMENT,6/03/2018,6/03/2018,9/03/2018,RGS,104,0,3,3.0,BRISBANE,ALGESTER,,,,,2018
220,4110,1,1 BR APARTMENT,6/03/2018,6/03/2018,15/03/2018,RGS,104,0,9,9.0,BRISBANE,ALGESTER,,,,,2018
221,4110,1,1 BR APARTMENT,6/03/2018,6/03/2018,23/03/2018,RGS,104,0,17,17.0,BRISBANE,ALGESTER,,,,,2018
222,4110,1,1 BR APARTMENT,6/03/2018,6/03/2018,22/03/2018,RGS,104,0,16,16.0,BRISBANE,ALGESTER,,,,,2018
223,4110,1,1 BR APARTMENT,6/03/2018,6/03/2018,26/03/2018,RGS,104,0,20,20.0,BRISBANE,ALGESTER,,,,,2018
224,4110,1,1 BR APARTMENT,2/03/2018,5/03/2018,6/03/2018,RGS,104,3,1,4.0,BRISBANE,ALGESTER,,,,,2018
225,4110,1,1 BR APARTMENT,6/03/2018,6/03/2018,14/03/2018,RGS,104,0,8,8.0,BRISBANE,ALGESTER,,,,,2018
226,4110,1,1 BR APARTMENT,6/03/2018,6/03/2018,10/03/2018,RGS,104,0,4,4.0,BRISBANE,ALGESTER,,,,,2018
227,4110,1,1 BR APARTMENT,1/05/2018,1/05/2018,1/05/2018,RGS,104,0,0,0.0,BRISBANE,ALGESTER,,,,,2018
228,4034,3,3 BR DETACHED HOUSE,6/12/2017,21/12/2017,2/01/2018,RGS,105,15,12,27.0,BRISBANE,NUDGEE,,,,,2018
229,4034,3,3 BR DETACHED HOUSE,10/08/2017,8/09/2017,19/09/2017,RGS,105,29,11,40.0,BRISBANE,NUDGEE,,,,,2017
230,4034,2,2 BR DETACHED HOUSE,24/11/2017,6/12/2017,12/03/2018,RGS,105,12,96,108.0,BRISBANE,NUDGEE,,,,,2018
231,4034,1,1 BR APARTMENT,25/05/2017,13/07/2017,14/07/2017,RGS,105,49,1,50.0,BRISBANE,NUDGEE,,,,,2017
232,4034,1,1 BR APARTMENT,1/05/2018,15/05/2018,17/05/2018,RGS,105,14,2,16.0,BRISBANE,NUDGEE,,,,,2018
233,4077,4,4 BR DETACHED HOUSE,6/09/2017,6/09/2017,6/09/2017,RGS,104,0,0,0.0,BRISBANE,INALA,,,,,2017
234,4077,3,3 BR DETACHED HOUSE,3/04/2018,24/04/2018,27/04/2018,RGS,104,21,3,24.0,BRISBANE,INALA,,,,,2018
235,4172,1,1 BR APARTMENT,21/06/2018,22/06/2018,25/06/2018,RGS,109,1,3,4.0,BRISBANE,BULIMBA,,,,,2018
236,4172,1,1 BR APARTMENT,1/05/2018,1/05/2018,3/05/2018,RGS,109,0,2,2.0,BRISBANE,BULIMBA,,,,,2018
237,4121,3,3 BR DETACHED HOUSE,20/03/2018,18/04/2018,9/05/2018,RGS,107,29,21,50.0,BRISBANE,GREENSLOPES,,,,,2018
238,4121,3,3 BR DETACHED HOUSE,20/03/2018,12/04/2018,9/05/2018,RGS,107,23,27,50.0,BRISBANE,GREENSLOPES,,,,,2018
239,4032,2,2 BR DETACHED HOUSE,9/10/2017,10/10/2017,10/10/2017,RGS,105,1,0,1.0,BRISBANE,STAFFORD,,,,,2017
240,4032,3,3 BR DETACHED HOUSE,7/11/2017,8/11/2017,27/11/2017,RGS,105,1,19,20.0,BRISBANE,STAFFORD,,,,,2017
241,4032,3,3 BR DETACHED HOUSE,20/11/2017,15/12/2017,2/02/2018,RGS,105,25,49,74.0,BRISBANE,STAFFORD,,,,,2018
242,4032,3,3 BR DETACHED HOUSE,22/11/2017,15/02/2018,16/02/2018,RGS,105,85,1,86.0,BRISBANE,STAFFORD,,,,,2018
243,4053,3,3 BR DETACHED HOUSE,21/07/2017,15/08/2017,8/09/2017,RGS,105,25,24,49.0,BRISBANE,STAFFORD,,,,,2017
244,4053,3,3 BR DETACHED HOUSE,8/05/2018,9/05/2018,9/05/2018,RGS,105,1,0,1.0,BRISBANE,STAFFORD,,,,,2018
245,4110,3,3 BR DETACHED HOUSE,30/05/2018,30/05/2018,30/05/2018,RGS,104,0,0,0.0,BRISBANE,ALGESTER,,,,,2018
246,4110,2,2 BR DETACHED HOUSE,13/11/2017,21/11/2017,22/11/2017,RGS,104,8,1,9.0,BRISBANE,ALGESTER,,,,,2017
247,4110,3,3 BR DETACHED HOUSE,15/12/2017,18/12/2017,20/12/2017,RGS,104,3,2,5.0,BRISBANE,ALGESTER,,,,,2017
248,4077,3,3 BR DETACHED HOUSE,21/11/2017,6/12/2017,8/12/2017,RGS,104,15,2,17.0,BRISBANE,INALA,,,,,2017
249,4077,4,4 BR DETACHED HOUSE,12/06/2017,14/07/2017,14/07/2017,RGS,104,32,0,32.0,BRISBANE,INALA,,,,,2017
250,4077,3,3 BR DETACHED HOUSE,7/02/2018,8/02/2018,8/02/2018,RGS,104,1,0,1.0,BRISBANE,INALA,,,,,2018
251,4077,4,4 BR DETACHED HOUSE,9/11/2017,7/12/2017,8/12/2017,RGS,104,28,1,29.0,BRISBANE,INALA,,,,,2017
252,4077,1,1 BR SENIOR UNIT,17/01/2018,31/01/2018,1/02/2018,SNR,104,14,1,15.0,BRISBANE,INALA,,,,,2018
253,4077,4,4 BR DETACHED HOUSE,15/02/2018,5/03/2018,6/03/2018,RGS,104,18,1,19.0,BRISBANE,INALA,,,,,2018
254,4054,4,4 BR DETACHED HOUSE,11/09/2017,25/09/2017,26/09/2017,RGS,108,14,1,15.0,BRISBANE,FERNY GROVE,,,,,2017
255,4077,3,3 BR DETACHED HOUSE,4/05/2018,9/05/2018,9/05/2018,RGS,104,5,0,5.0,BRISBANE,INALA,,,,,2018
256,4077,3,3 BR DETACHED HOUSE,6/03/2018,28/03/2018,29/03/2018,RGS,104,22,1,23.0,BRISBANE,INALA,,,,,2018
257,4077,3,3 BR DETACHED HOUSE,6/09/2017,20/09/2017,21/09/2017,RGS,104,14,1,15.0,BRISBANE,INALA,,,,,2017
258,4077,3,3 BR DETACHED HOUSE,3/11/2017,23/11/2017,23/11/2017,RGS,104,20,0,20.0,BRISBANE,INALA,,,,,2017
259,4077,3,3 BR DETACHED HOUSE,16/01/2018,6/02/2018,7/02/2018,RGS,104,21,1,22.0,BRISBANE,INALA,,,,,2018
260,4178,3,3 BR DETACHED HOUSE,24/01/2018,2/02/2018,19/02/2018,RGS,109,9,17,26.0,BRISBANE,LYTTON,,,,,2018
261,4178,3,3 BR DETACHED HOUSE,13/11/2017,17/11/2017,5/01/2018,RGS,109,4,49,53.0,BRISBANE,LYTTON,,,,,2018
262,4178,4,4 BR DETACHED HOUSE,16/02/2018,23/04/2018,30/04/2018,RGS,109,66,7,73.0,BRISBANE,LYTTON,,,,,2018
263,4054,4,4 BR DETACHED HOUSE,14/09/2017,2/11/2017,3/11/2017,RGS,108,49,1,50.0,BRISBANE,FERNY GROVE,,,,,2017
264,4054,3,3 BR DETACHED HOUSE,22/05/2018,31/05/2018,6/06/2018,RGS,108,9,6,15.0,BRISBANE,FERNY GROVE,,,,,2018
265,4054,3,3 BR DETACHED HOUSE,22/05/2018,22/05/2018,22/05/2018,RGS,108,0,0,0.0,BRISBANE,FERNY GROVE,,,,,2018
266,4054,3,3 BR DETACHED HOUSE,11/06/2018,19/06/2018,20/06/2018,RGS,108,8,1,9.0,BRISBANE,FERNY GROVE,,,,,2018
267,4076,3,3 BR DETACHED HOUSE,18/12/2017,8/01/2018,8/01/2018,RGS,104,21,0,21.0,BRISBANE,INALA,,,,,2018
268,4076,3,3 BR DETACHED HOUSE,31/01/2018,31/01/2018,31/01/2018,RGS,104,0,0,0.0,BRISBANE,INALA,,,,,2018
269,4076,3,3 BR DETACHED HOUSE,12/12/2017,23/01/2018,25/01/2018,RGS,104,42,2,44.0,BRISBANE,INALA,,,,,2018
270,4017,3,3 BR DETACHED HOUSE,15/11/2017,7/12/2017,20/12/2017,RGS,105,22,13,35.0,BRISBANE,SANDGATE,,,,,2017
271,4034,1,1 BR SENIOR UNIT,8/06/2017,26/06/2017,7/07/2017,SNR,105,18,11,29.0,BRISBANE,NUDGEE,,,,,2017
272,4171,1,1 BR SENIOR UNIT,20/11/2017,27/11/2017,11/12/2017,SNR,109,7,14,21.0,BRISBANE,BULIMBA,,,,,2017
273,4171,1,1 BR SENIOR UNIT,19/12/2017,11/01/2018,24/01/2018,SNR,109,23,13,36.0,BRISBANE,BULIMBA,,,,,2018
274,4171,1,1 BR SENIOR UNIT,24/05/2018,5/06/2018,15/06/2018,SNR,109,12,10,22.0,BRISBANE,BULIMBA,,,,,2018
275,4120,1,1 BR SENIOR UNIT,1/02/2018,8/03/2018,8/03/2018,SNR,107,35,0,35.0,BRISBANE,GREENSLOPES,,,,,2018
276,4120,1,1 BR SENIOR UNIT,17/10/2017,2/11/2017,1/12/2017,SNR,107,16,29,45.0,BRISBANE,GREENSLOPES,,,,,2017
277,4120,1,1 BR SENIOR UNIT,3/07/2017,14/07/2017,17/07/2017,SNR,107,11,3,14.0,BRISBANE,GREENSLOPES,,,,,2017
278,4120,1,1 BR SENIOR UNIT,7/02/2018,20/02/2018,9/03/2018,SNR,107,13,17,30.0,BRISBANE,GREENSLOPES,,,,,2018
279,4104,1,1 BR SENIOR UNIT,4/12/2017,5/12/2017,5/12/2017,SNR,107,1,0,1.0,BRISBANE,MILLER,,,,,2017
280,4104,1,1 BR SENIOR UNIT,9/10/2017,23/10/2017,15/11/2017,SNR,107,14,23,37.0,BRISBANE,MILLER,,,,,2017
281,4104,1,1 BR SENIOR UNIT,13/09/2017,27/09/2017,3/10/2017,SNR,107,14,6,20.0,BRISBANE,MILLER,,,,,2017
282,4104,1,1 BR SENIOR UNIT,11/05/2018,24/05/2018,25/05/2018,SNR,107,13,1,14.0,BRISBANE,MILLER,,,,,2018
283,4104,1,1 BR SENIOR UNIT,1/12/2017,12/12/2017,13/12/2017,SNR,107,11,1,12.0,BRISBANE,MILLER,,,,,2017
284,4104,1,1 BR SENIOR UNIT,22/03/2018,9/04/2018,14/05/2018,SNR,107,18,35,53.0,BRISBANE,MILLER,,,,,2018
285,4012,1,1 BR SENIOR UNIT,18/09/2017,13/10/2017,10/11/2017,SNR,105,25,28,53.0,BRISBANE,NUDGEE,,,,,2017
286,4077,3,3 BR DETACHED HOUSE,9/03/2018,27/04/2018,27/04/2018,RGS,104,49,0,49.0,BRISBANE,INALA,,,,,2018
287,4051,1,1 BR SENIOR UNIT,2/03/2018,26/03/2018,28/03/2018,SNR,108,24,2,26.0,BRISBANE,FERNY GROVE,,,,,2018
288,4051,1,1 BR SENIOR UNIT,6/04/2018,19/04/2018,24/04/2018,SNR,108,13,5,18.0,BRISBANE,FERNY GROVE,,,,,2018
289,4051,1,1 BR SENIOR UNIT,19/02/2018,20/03/2018,5/04/2018,SNR,108,29,16,45.0,BRISBANE,FERNY GROVE,,,,,2018
290,4051,1,1 BR SENIOR UNIT,10/07/2017,19/07/2017,19/07/2017,SNR,108,9,0,9.0,BRISBANE,FERNY GROVE,,,,,2017
291,4051,1,1 BR SENIOR UNIT,1/06/2017,13/06/2017,10/07/2017,SNR,108,12,27,39.0,BRISBANE,FERNY GROVE,,,,,2017
292,4051,1,1 BR SENIOR UNIT,25/07/2017,8/08/2017,21/08/2017,SNR,108,14,13,27.0,BRISBANE,FERNY GROVE,,,,,2017
293,4051,1,1 BR SENIOR UNIT,24/10/2017,1/11/2017,2/11/2017,SNR,108,8,1,9.0,BRISBANE,FERNY GROVE,,,,,2017
294,4051,1,1 BR SENIOR UNIT,7/03/2018,22/03/2018,22/03/2018,SNR,108,15,0,15.0,BRISBANE,FERNY GROVE,,,,,2018
295,4051,1,1 BR SENIOR UNIT,11/08/2017,23/08/2017,30/08/2017,SNR,108,12,7,19.0,BRISBANE,FERNY GROVE,,,,,2017
296,4051,1,1 BR SENIOR UNIT,31/08/2017,8/09/2017,22/09/2017,SNR,108,8,14,22.0,BRISBANE,FERNY GROVE,,,,,2017
297,4012,1,1 BR SENIOR UNIT,19/07/2017,7/08/2017,4/10/2017,SNR,105,19,58,77.0,BRISBANE,NUDGEE,,,,,2017
298,4012,1,1 BR SENIOR UNIT,3/01/2018,17/01/2018,2/03/2018,SNR,105,14,44,58.0,BRISBANE,NUDGEE,,,,,2018
299,4012,1,1 BR SENIOR UNIT,24/07/2017,3/08/2017,22/08/2017,SNR,105,10,19,29.0,BRISBANE,NUDGEE,,,,,2017
300,4012,1,1 BR SENIOR UNIT,11/10/2017,20/10/2017,24/11/2017,SNR,105,9,35,44.0,BRISBANE,NUDGEE,,,,,2017
301,4170,1,1 BR SENIOR UNIT,4/01/2018,16/01/2018,18/01/2018,SNR,109,12,2,14.0,BRISBANE,BULIMBA,,,,,2018
302,4170,1,1 BR SENIOR UNIT,28/08/2017,11/09/2017,26/09/2017,SNR,109,14,15,29.0,BRISBANE,BULIMBA,,,,,2017
303,4005,1,1 BR SENIOR UNIT,29/06/2017,10/07/2017,18/07/2017,SNR,108,11,8,19.0,BRISBANE,MCCONNEL,,,,,2017
304,4005,1,1 BR SENIOR UNIT,8/02/2018,16/02/2018,19/02/2018,SNR,108,8,3,11.0,BRISBANE,MCCONNEL,,,,,2018
305,4005,1,1 BR SENIOR UNIT,7/07/2017,19/07/2017,31/07/2017,SNR,108,12,12,24.0,BRISBANE,MCCONNEL,,,,,2017
306,4005,1,1 BR SENIOR UNIT,28/08/2017,5/09/2017,15/09/2017,SNR,108,8,10,18.0,BRISBANE,MCCONNEL,,,,,2017
307,4005,1,1 BR SENIOR UNIT,28/08/2017,28/08/2017,28/08/2017,SNR,108,0,0,0.0,BRISBANE,MCCONNEL,,,,,2017
308,4005,1,1 BR SENIOR UNIT,5/04/2018,18/04/2018,19/04/2018,SNR,108,13,1,14.0,BRISBANE,MCCONNEL,,,,,2018
309,4051,3,3 BR APARTMENT,27/04/2018,15/05/2018,18/05/2018,RGS,108,18,3,21.0,BRISBANE,STAFFORD,,,,,2018
310,4051,2,2 BR APARTMENT,26/10/2017,7/11/2017,9/11/2017,RGS,108,12,2,14.0,BRISBANE,STAFFORD,,,,,2017
311,4051,3,3 BR APARTMENT,5/02/2018,19/02/2018,22/02/2018,RGS,108,14,3,17.0,BRISBANE,STAFFORD,,,,,2018
312,4051,2,2 BR APARTMENT,13/09/2017,5/10/2017,6/10/2017,RGS,108,22,1,23.0,BRISBANE,STAFFORD,,,,,2017
313,4051,1,1 BR APARTMENT,16/11/2017,4/12/2017,8/12/2017,RGS,108,18,4,22.0,BRISBANE,STAFFORD,,,,,2017
314,4051,2,2 BR APARTMENT,16/11/2017,4/12/2017,7/12/2017,RGS,108,18,3,21.0,BRISBANE,STAFFORD,,,,,2017
315,4101,1,1 BR SENIOR UNIT,2/03/2018,16/03/2018,21/03/2018,SNR,108,14,5,19.0,BRISBANE,SOUTH BRISBANE,,,,,2018
316,4101,2,2 BR APARTMENT,17/10/2017,1/11/2017,2/11/2017,RGS,108,15,1,16.0,BRISBANE,SOUTH BRISBANE,,,,,2017
317,4064,1,1 BR SENIOR UNIT,13/09/2017,26/09/2017,27/09/2017,SNR,108,13,1,14.0,BRISBANE,COOPER,,,,,2017
318,4064,1,1 BR SENIOR UNIT,28/07/2017,10/08/2017,18/08/2017,SNR,108,13,8,21.0,BRISBANE,COOPER,,,,,2017
319,4061,3,3 BR DETACHED HOUSE,12/02/2018,9/03/2018,12/03/2018,RGS,108,25,3,28.0,BRISBANE,COOPER,,,,,2018
320,4173,4,4 BR DETACHED HOUSE,30/08/2017,14/09/2017,21/09/2017,RGS,109,15,7,22.0,BRISBANE,CHATSWORTH,,,,,2017
321,4077,3,3 BR DETACHED HOUSE,4/09/2017,26/09/2017,28/09/2017,RGS,104,22,2,24.0,BRISBANE,INALA,,,,,2017
322,4179,1,1 BR SENIOR UNIT,17/08/2017,1/09/2017,10/10/2017,SNR,109,15,39,54.0,BRISBANE,LYTTON,,,,,2017
323,4122,4,4 BR DETACHED HOUSE,17/10/2017,20/10/2017,6/11/2017,RGS,107,3,17,20.0,BRISBANE,MANSFIELD,,,,,2017
324,4017,1,1 BR SENIOR UNIT,18/08/2017,1/09/2017,12/09/2017,SNR,105,14,11,25.0,BRISBANE,SANDGATE,,,,,2017
325,4179,3,3 BR ATTACHED HOUSING,7/09/2017,26/09/2017,11/10/2017,RGS,109,19,15,34.0,BRISBANE,LYTTON,,,,,2017
326,4179,2,2 BR ATTACHED HOUSING,13/11/2017,7/12/2017,8/12/2017,RGS,109,24,1,25.0,BRISBANE,LYTTON,,,,,2017
327,4179,2,2 BR ATTACHED HOUSING,21/08/2017,7/09/2017,12/09/2017,RGS,109,17,5,22.0,BRISBANE,LYTTON,,,,,2017
328,4169,2,2 BR APARTMENT,12/06/2017,19/06/2017,3/07/2017,RGS,108,7,14,21.0,BRISBANE,SOUTH BRISBANE,,,,,2017
329,4170,2,2 BR ATTACHED HOUSING,7/11/2017,20/12/2017,15/01/2018,RGS,109,43,26,69.0,BRISBANE,BULIMBA,,,,,2018
330,4170,2,2 BR ATTACHED HOUSING,12/12/2017,12/12/2017,12/12/2017,RGS,109,0,0,0.0,BRISBANE,BULIMBA,,,,,2017
331,4170,2,2 BR ATTACHED HOUSING,12/12/2017,5/01/2018,29/01/2018,RGS,109,24,24,48.0,BRISBANE,BULIMBA,,,,,2018
332,4170,2,2 BR ATTACHED HOUSING,27/11/2017,20/12/2017,16/01/2018,RGS,109,23,27,50.0,BRISBANE,BULIMBA,,,,,2018
333,4120,1,1 BR SENIOR UNIT,26/02/2018,7/03/2018,28/03/2018,SNR,107,9,21,30.0,BRISBANE,GREENSLOPES,,,,,2018
334,4005,2,2 BR APARTMENT,8/11/2017,15/11/2017,17/11/2017,RGS,108,7,2,9.0,BRISBANE,MCCONNEL,,,,,2017
335,4171,2,2 BR APARTMENT,1/05/2018,25/05/2018,5/06/2018,RGS,109,24,11,35.0,BRISBANE,BULIMBA,,,,,2018
336,4005,1,1 BR SENIOR UNIT,11/07/2017,1/08/2017,22/08/2017,SNR,108,21,21,42.0,BRISBANE,MCCONNEL,,,,,2017
337,4005,1,1 BR SENIOR UNIT,8/01/2018,24/01/2018,25/01/2018,SNR,108,16,1,17.0,BRISBANE,MCCONNEL,,,,,2018
338,4005,1,1 BR SENIOR UNIT,11/08/2017,21/08/2017,31/08/2017,SNR,108,10,10,20.0,BRISBANE,MCCONNEL,,,,,2017
339,4005,1,1 BR SENIOR UNIT,26/09/2017,5/10/2017,6/10/2017,SNR,108,9,1,10.0,BRISBANE,MCCONNEL,,,,,2017
340,4017,1,1 BR SENIOR UNIT,28/11/2017,15/12/2017,25/01/2018,SNR,105,17,41,58.0,BRISBANE,SANDGATE,,,,,2018
341,4122,1,1 BR SENIOR UNIT,8/05/2018,29/05/2018,21/06/2018,SNR,107,21,23,44.0,BRISBANE,MANSFIELD,,,,,2018
342,4171,1,1 BR APARTMENT,22/02/2018,22/02/2018,22/02/2018,RGS,109,0,0,0.0,BRISBANE,BULIMBA,,,,,2018
343,4171,2,2 BR APARTMENT,18/09/2017,4/10/2017,9/10/2017,RGS,109,16,5,21.0,BRISBANE,BULIMBA,,,,,2017
344,4171,2,2 BR APARTMENT,16/01/2018,2/02/2018,16/02/2018,RGS,109,17,14,31.0,BRISBANE,BULIMBA,,,,,2018
345,4171,2,2 BR APARTMENT,10/10/2017,23/10/2017,3/11/2017,RGS,109,13,11,24.0,BRISBANE,BULIMBA,,,,,2017
346,4170,1,1 BR APARTMENT,4/10/2017,24/10/2017,1/11/2017,RGS,109,20,8,28.0,BRISBANE,BULIMBA,,,,,2017
347,4006,2,2 BR APARTMENT,21/02/2018,7/03/2018,8/03/2018,RGS,108,14,1,15.0,BRISBANE,MCCONNEL,,,,,2018
348,4101,2,2 BR APARTMENT,20/11/2017,4/12/2017,6/12/2017,RGS,108,14,2,16.0,BRISBANE,SOUTH BRISBANE,,,,,2017
349,4101,2,2 BR APARTMENT,31/07/2017,10/08/2017,25/08/2017,RGS,108,10,15,25.0,BRISBANE,SOUTH BRISBANE,,,,,2017
350,4101,2,2 BR APARTMENT,22/08/2017,6/09/2017,18/09/2017,RGS,108,15,12,27.0,BRISBANE,SOUTH BRISBANE,,,,,2017
351,4101,2,2 BR APARTMENT,1/05/2018,22/05/2018,22/05/2018,RGS,108,21,0,21.0,BRISBANE,SOUTH BRISBANE,,,,,2018
352,4017,2,2 BR APARTMENT,8/06/2017,26/06/2017,6/07/2017,RGS,105,18,10,28.0,BRISBANE,SANDGATE,,,,,2017
353,4077,2,2 BR DUPLEX,14/12/2017,22/12/2017,22/12/2017,RGS,104,8,0,8.0,BRISBANE,INALA,,,,,2017
354,4170,2,2 BR APARTMENT,28/07/2017,7/08/2017,28/08/2017,RGS,109,10,21,31.0,BRISBANE,BULIMBA,,,,,2017
355,4171,2,2 BR APARTMENT,12/12/2017,11/01/2018,15/01/2018,RGS,109,30,4,34.0,BRISBANE,BULIMBA,,,,,2018
356,4017,2,2 BR APARTMENT,17/04/2018,1/05/2018,11/05/2018,RGS,105,14,10,24.0,BRISBANE,SANDGATE,,,,,2018
357,4017,2,2 BR APARTMENT,20/09/2017,29/09/2017,2/11/2017,RGS,105,9,34,43.0,BRISBANE,SANDGATE,,,,,2017
358,4000,2,2 BR APARTMENT,23/08/2017,11/09/2017,18/09/2017,RGS,108,19,7,26.0,BRISBANE,MCCONNEL,,,,,2017
359,4169,2,2 BR ATTACHED HOUSING,30/05/2018,18/06/2018,20/06/2018,RGS,108,19,2,21.0,BRISBANE,SOUTH BRISBANE,,,,,2018
